Name,NamensherkunftWikidata,Postleitzahl,OSMWayIDs,Geometry
Möschenfelder Straße,Q80088239,85591,4706365/30563982/51271230/157296422/228275926/228949414/366705080/366705082/620842595/1192812137/1192812138/1192812140/1192812141/1192812142/1192812143/1192812144,"MULTILINESTRING ((11.7715713 48.1026089, 11.7715838 48.1023826), (11.7715838 48.1023826, 11.7715832 48.1020271), (11.7715832 48.1020271, 11.7715581 48.1018851, 11.7715236 48.10171, 11.7714474 48.1013853), (11.7714474 48.1013853, 11.7713805 48.1011994, 11.7713178 48.1010304, 11.7712777 48.1009414, 11.7711792 48.1007604), (11.7711792 48.1007604, 11.7709257 48.1003747, 11.7709027 48.1003397, 11.7705927 48.0999197), (11.7705927 48.0999197, 11.7702428 48.0994382), (11.7702428 48.0994382, 11.7701949 48.0993723, 11.7698953 48.0989456), (11.7698953 48.0989456, 11.7698329 48.0988568, 11.7696005 48.0985431), (11.7696005 48.0985431, 11.7694369 48.0983224), (11.7694369 48.0983224, 11.7689466 48.0975737), (11.7689466 48.0975737, 11.7689139 48.0975238), (11.7689139 48.0975238, 11.7688419 48.0974186, 11.768809 48.0973645, 11.7687629 48.0972874), (11.7687629 48.0972874, 11.768672 48.0971396), (11.7686066 48.0970449, 11.7686393 48.0970923, 11.768672 48.0971396), (11.7714349 48.1033944, 11.7714778 48.1031724, 11.7715164 48.1029374, 11.7715713 48.1026089), (11.771307 48.1088122, 11.7711857 48.1086008, 11.771112 48.1084587, 11.7710366 48.1082863, 11.7709337 48.1080026, 11.7708783 48.1078336, 11.7707859 48.1075182, 11.7707142 48.1071407, 11.7706992 48.1069273, 11.7707067 48.1065905, 11.7707323 48.1062909, 11.7707621 48.1061097, 11.77078 48.1060009, 11.7708184 48.1057971, 11.7708543 48.105652, 11.7708925 48.1054984, 11.7709136 48.1054135, 11.7709514 48.1052724, 11.7710162 48.1050328, 11.7710974 48.1047115, 11.7711696 48.1044105, 11.7713937 48.1035505, 11.7714349 48.1033944))"
Münchener Straße,Q1726,85599/85646,221093002/228732165/301704739/301706183/305996622/508261656/715390238/727268793/787642145/787642146/787766947/787766948/787766949/787766951/787766952/787766959/821797823/831715215/831715216/831715217/831715218/908543098/908543101/947312080,"MULTILINESTRING ((11.7926611 48.1445677, 11.7923697 48.1445201, 11.7921942 48.1444914, 11.7914811 48.144375), (11.7935803 48.1447177, 11.7934458 48.1446958, 11.7931525 48.1446479, 11.7926611 48.1445677), (11.7941946 48.1448082, 11.7935803 48.1447177), (11.809371 48.1466318, 11.8071119 48.1463724, 11.8053687 48.146164, 11.8028298 48.1458624, 11.7981295 48.1453039, 11.7965478 48.145118, 11.794981 48.144924, 11.7941946 48.1448082), (11.8135702 48.147166, 11.8125858 48.1470327, 11.8115968 48.1469022, 11.809371 48.1466318), (11.819036 48.1480927, 11.818828 48.148053, 11.8187301 48.1480343, 11.8184309 48.1479771, 11.8182587 48.1479443, 11.8173307 48.1477551, 11.8168938 48.1476736, 11.8165213 48.1476068, 11.8158822 48.1475118, 11.8153028 48.1474184, 11.8147531 48.1473414, 11.8135702 48.147166), (11.8147196 48.1474181, 11.8133108 48.1472182), (11.8194399 48.1481433, 11.8192851 48.1481239, 11.819036 48.1480927), (11.8224452 48.1485923, 11.8214173 48.1484455, 11.8205655 48.1483128, 11.8202511 48.1482638, 11.8201828 48.1482524, 11.8198021 48.1481896, 11.8196862 48.1481729, 11.8194399 48.1481433), (11.8231008 48.1486735, 11.8228297 48.1486424, 11.8224452 48.1485923), (11.8239285 48.1487698, 11.8231008 48.1486735), (11.8273432 48.1493027, 11.8267986 48.1492127, 11.824952 48.1489149, 11.8242945 48.1488172, 11.8239285 48.1487698), (11.8286642 48.1495118, 11.8273432 48.1493027), (11.8292425 48.149609, 11.8286642 48.1495118), (11.829808 48.1497073, 11.8292425 48.149609), (11.8307257 48.1499385, 11.8302666 48.149817, 11.829808 48.1497073), (11.8323316 48.1504056, 11.8320208 48.1503286, 11.8316872 48.1502349, 11.8312205 48.1500874, 11.8307257 48.1499385), (11.8376349 48.1507655, 11.8368791 48.1507324, 11.8356271 48.1507242, 11.8352311 48.1507217, 11.8348324 48.1507172, 11.8345298 48.1507073, 11.8341573 48.1506856, 11.8337427 48.1506418, 11.8332992 48.1505828, 11.8327555 48.1504955, 11.8323316 48.1504056), (11.7914811 48.144375, 11.7910042 48.1442948), (11.7910042 48.1442948, 11.7906816 48.1442401), (11.7906816 48.1442401, 11.7905603 48.1442221, 11.7904175 48.1442081, 11.7902372 48.1442059), (11.7902372 48.1442059, 11.7901169 48.1442125, 11.7900392 48.1442258, 11.7899429 48.1442425, 11.789837 48.1442758, 11.7897228 48.1443211, 11.7896657 48.1443473, 11.7895848 48.1443901, 11.7895015 48.1444425, 11.789442 48.1445005, 11.7893944 48.1445568, 11.7893433 48.1446235), (11.7893433 48.1446235, 11.7893393 48.1446966, 11.7893281 48.1447529, 11.7893355 48.1448171, 11.7893539 48.1448728), (11.7891272 48.144835, 11.7892377 48.1447373, 11.7892879 48.1446774, 11.7893433 48.1446235))"
Nelkenstraße,Q156099,85591/85598,4644437,"MULTILINESTRING ((11.7786657 48.0998753, 11.7785569 48.0997728, 11.7783937 48.0996582, 11.7781116 48.0995117, 11.7778669 48.0993719, 11.7773832 48.0991561, 11.7764978 48.0988533, 11.7755562 48.0985391))"
Neue Poststraße,Q35054,85598,3731881/139666908/139666909/171050687/171050688/171050689/171050690/221235355/221235356/221235357/221235359/229087610/233904523,"MULTILINESTRING ((11.790659 48.0967643, 11.7906706 48.0968225, 11.7906779 48.096859, 11.7907168 48.0970927), (11.7907168 48.0970927, 11.7907206 48.0971863, 11.790729 48.0974083, 11.7906952 48.0976282), (11.7906952 48.0976282, 11.7906669 48.0977122), (11.7906669 48.0977122, 11.7906307 48.0978001, 11.7905646 48.0978877, 11.7905201 48.0979287, 11.7904219 48.0979879, 11.7902968 48.0980466, 11.7900537 48.0981087, 11.789747 48.098185), (11.789747 48.098185, 11.7896043 48.0982849, 11.7894914 48.098298), (11.7894914 48.098298, 11.789323 48.0983358), (11.7888662 48.0983779, 11.7890303 48.0983261, 11.7891339 48.0983193, 11.7892382 48.098322, 11.789323 48.0983358), (11.7888662 48.0983779, 11.7882878 48.0985005, 11.7881915 48.0984961), (11.7881915 48.0984961, 11.7881203 48.0984497, 11.7880775 48.0983919), (11.7880775 48.0983919, 11.7880069 48.0982928), (11.7880069 48.0982928, 11.7879847 48.0982615, 11.787849 48.0980708, 11.7876916 48.0978756, 11.7876229 48.0977837, 11.7875481 48.0977012, 11.7875184 48.0976736, 11.7874454 48.0976524, 11.7873381 48.0976476, 11.7869363 48.0976697, 11.7867193 48.0976808, 11.7866837 48.0976826, 11.7864463 48.0977077, 11.7864083 48.0977118, 11.7863429 48.0977267), (11.789323 48.0983358, 11.7892266 48.0983613, 11.7891204 48.0983729, 11.7889782 48.0983663, 11.7888662 48.0983779), (11.7894914 48.098298, 11.7895251 48.0982575, 11.7895707 48.0982205, 11.7896164 48.0981993, 11.7896883 48.0981854, 11.789747 48.098185))"
Neufarner Straße,Q1980469,85599,22341635,"MULTILINESTRING ((11.7918857 48.1442521, 11.7918553 48.1442504, 11.7918061 48.1442294, 11.7909767 48.1437272, 11.7905235 48.1434587, 11.7902892 48.14332, 11.7899918 48.1431156, 11.7898848 48.1430573, 11.7893761 48.14278, 11.7892484 48.1427799, 11.7891064 48.1427635, 11.7888996 48.1427396, 11.7886816 48.1427127, 11.7882165 48.1426426, 11.7880242 48.1426165))"
Neufarner Straße,Q1980469,85646,33608805/40167589/713406433,"MULTILINESTRING ((11.8337421 48.1319107, 11.8337563 48.1318484, 11.8336887 48.1312155, 11.8336815 48.131149, 11.8336755 48.1310402, 11.8337023 48.1309972, 11.8337213 48.1309631), (11.8337213 48.1309631, 11.83369 48.1309521, 11.8336666 48.130933, 11.8334179 48.1305649, 11.8333881 48.1305111, 11.8333619 48.1304511, 11.8333446 48.130371, 11.8333478 48.1303148, 11.8333619 48.1302361, 11.8334426 48.130083, 11.8335752 48.1298675, 11.8335971 48.1298344, 11.8336198 48.1297996), (11.8336198 48.1297996, 11.8336962 48.1296827, 11.8337932 48.129526, 11.833856 48.1294246, 11.8339087 48.1293395, 11.8339524 48.129256, 11.8339887 48.1291866, 11.8340383 48.1290433, 11.8340535 48.1289573, 11.8340751 48.1288087, 11.8341016 48.12844, 11.8340969 48.1283434, 11.8340843 48.1280869, 11.8340811 48.1280217, 11.8340903 48.1279099, 11.8341498 48.1276779, 11.8341932 48.1275017, 11.8342084 48.1274211, 11.8341994 48.1273387))"
Neustift,,85622,22295818,"MULTILINESTRING ((11.7636541 48.1341121, 11.7634829 48.1343113, 11.7633438 48.134457, 11.763244 48.1345605, 11.7630789 48.1346771, 11.7625703 48.1349581, 11.7622885 48.1351239, 11.7622624 48.1351418, 11.7622436 48.1351669, 11.7622362 48.1352, 11.7622349 48.1352331, 11.7622443 48.1352653, 11.762259 48.1352917, 11.7623884 48.1354107, 11.7624416 48.1354596))"
Nordspange,,85599,295248389/301706514/301706837/301707125/304233361/304562926,"MULTILINESTRING ((11.7848518 48.1500518, 11.7851116 48.150052, 11.7859817 48.1501568, 11.7860186 48.1501608, 11.7863227 48.1501949), (11.7848518 48.1500518, 11.7846276 48.1500165, 11.7841963 48.1499399, 11.7838205 48.1498565, 11.7833277 48.1497321, 11.7829818 48.1496277, 11.782524 48.1494708, 11.7820593 48.1492939, 11.781537 48.149064, 11.7811987 48.1489025, 11.7806126 48.1485988), (11.7804171 48.1483697, 11.7806126 48.1485988), (11.7806126 48.1485988, 11.7803509 48.1485314, 11.7802481 48.1485177), (11.7856053 48.1502081, 11.7850787 48.1501479, 11.7848518 48.1500518), (11.7863055 48.1502898, 11.7859883 48.1502558, 11.7856053 48.1502081))"
Nuss-Anger,Q11009,85591,656548530/808484918,"MULTILINESTRING ((11.7679789 48.1132388, 11.7678233 48.1132349, 11.7672774 48.1131868, 11.766806 48.1132295), (11.766806 48.1132295, 11.7666594 48.1132767))"
Obstwinkel,Q3314483,85591,674456296/1143865778/1143865779,"MULTILINESTRING ((11.7697085 48.1140986, 11.7697539 48.1140612, 11.7697722 48.1140461, 11.769524 48.1138992, 11.7694983 48.1138847), (11.7691632 48.1145479, 11.7697085 48.1140986), (11.7694983 48.1138847, 11.7692356 48.1137218, 11.7691858 48.1136814, 11.7691206 48.113535))"
Offenbachstraße,Q41555,85598,4638028,"MULTILINESTRING ((11.7891495 48.1046065, 11.7891786 48.1047164, 11.7892474 48.1049477, 11.789335 48.1052412, 11.7893941 48.1054332, 11.7894381 48.1055762, 11.7895341 48.105888, 11.7895601 48.1059728, 11.7894962 48.1061977, 11.7895096 48.1062619, 11.7895845 48.1065176, 11.7895904 48.1065449, 11.7897111 48.1068629))"
Ostring,,85591,172906601,"MULTILINESTRING ((11.7684883 48.0968795, 11.7685346 48.0969429, 11.7685557 48.0969718, 11.7686066 48.0970449))"
Ottendichler Straße,Q110906063,85622,4778357/965030785,"MULTILINESTRING ((11.7644044 48.1344161, 11.7643101 48.1343762, 11.763904 48.1342109, 11.7637393 48.1341439, 11.7636541 48.1341121, 11.7636102 48.1340922, 11.7632689 48.1339474, 11.7631052 48.1338874, 11.763014 48.1338601), (11.763014 48.1338601, 11.7628799 48.1338243, 11.762776 48.1337997, 11.7626522 48.1337766, 11.7625535 48.133759))"
Ottendichler Straße,Q110906063,85591,20927163/24842227/51790789/445139369,"MULTILINESTRING ((11.7689455 48.1162512, 11.7688035 48.1162239, 11.7687244 48.1162134, 11.7685679 48.1162105, 11.7683225 48.1162273, 11.7681237 48.1162574, 11.7679267 48.1162971), (11.7679267 48.1162971, 11.7675363 48.1163939, 11.7670441 48.1165461, 11.7666136 48.1166878, 11.7665485 48.1167092, 11.7664669 48.1167368, 11.76583 48.116952, 11.764905 48.1172633, 11.7639767 48.1175769, 11.7629417 48.1179232, 11.7625071 48.1180743, 11.76191 48.118282, 11.7613524 48.1184863, 11.7608093 48.1186933), (11.7608093 48.1186933, 11.7605121 48.1188074, 11.7599832 48.1190208, 11.7594414 48.1192451, 11.7585792 48.1196187), (11.7585792 48.1196187, 11.7578448 48.1199573))"
Otterweg,Q200184,85598,78194273/171050691/171050692/171050729/822791247/868286525/868287346/1065946915/1065946916/1065946917/1065946921,"MULTILINESTRING ((11.7944797 48.1011026, 11.7947514 48.1010346, 11.795269 48.1009008), (11.7951738 48.1006636, 11.795269 48.1009008, 11.7953496 48.1011183, 11.7953723 48.1011748), (11.7953723 48.1011748, 11.7954033 48.1012518, 11.7955056 48.1015387, 11.7955382 48.1016345), (11.7955382 48.1016345, 11.7956643 48.1020051, 11.7956949 48.102095), (11.7956949 48.102095, 11.7957377 48.1022207), (11.7957377 48.1022207, 11.7957569 48.1022845, 11.7959043 48.1027735, 11.795952 48.1029093, 11.7960479 48.1031821, 11.7960688 48.1032415, 11.7961267 48.1033918, 11.7961349 48.1034107, 11.7961465 48.1034332), (11.796984 48.1041863, 11.7969051 48.1041172, 11.7967994 48.1040269, 11.7963253 48.1035918, 11.7962366 48.1035259, 11.7961465 48.1034332), (11.795143 48.1005801, 11.7951738 48.1006636), (11.7948591 48.0998798, 11.7949228 48.1000175, 11.7949733 48.1001285, 11.7950411 48.1002922, 11.7950813 48.1004128, 11.795143 48.1005801), (11.7945876 48.1005128, 11.794525 48.1003918, 11.7944808 48.1003057, 11.7944767 48.1002796, 11.7944998 48.1002411, 11.7949733 48.1001285), (11.7941315 48.1003812, 11.7944808 48.1003057))"
Palestrinastraße,Q179277,85598,171247856,"MULTILINESTRING ((11.7895282 48.1068895, 11.7896387 48.1072765, 11.7896445 48.1072966, 11.7897256 48.1075499, 11.7898104 48.1078263, 11.789845 48.1079075))"
Parkstraße,,85646,23778205,"MULTILINESTRING ((11.8341994 48.1273387, 11.8344923 48.1271889, 11.8347378 48.1271499, 11.8360152 48.1271639, 11.8375404 48.1271426))"
Parostraße,Q37527832,85599,4046477/49715856/49715863/250517524/250517525/250517526/250517527/250517528/250517529,"MULTILINESTRING ((11.7849412 48.14797, 11.7845843 48.1479433, 11.784328 48.147897, 11.7840804 48.1478206), (11.7860809 48.1481148, 11.7849412 48.14797), (11.7840415 48.1476802, 11.7843725 48.1478183, 11.7844751 48.1478522, 11.7845996 48.1478933, 11.7849412 48.14797), (11.7836012 48.1475033, 11.7840415 48.1476802), (11.782201 48.1467684, 11.7823006 48.1468528, 11.7823729 48.1469209, 11.7825401 48.1470583, 11.7826361 48.1471132, 11.782753 48.1471611, 11.782956 48.1472461, 11.7836012 48.1475033), (11.7840804 48.1478206, 11.7839531 48.147775), (11.7839531 48.147775, 11.7836917 48.147673), (11.7836917 48.147673, 11.7828652 48.1473507), (11.7828652 48.1473507, 11.7826528 48.1472524, 11.782478 48.1471134, 11.7823245 48.1469708, 11.7822276 48.1469078, 11.7821702 48.1468708, 11.7821166 48.1468363))"
Parsdorfer Straße,Q51879766,85598/85646,4047028/117704932,"MULTILINESTRING ((11.8078296 48.1201727, 11.8084242 48.1204597, 11.8088831 48.1207075, 11.8090647 48.1208056, 11.8093351 48.120979, 11.8095578 48.121128, 11.8097728 48.1212601, 11.8100367 48.1213661, 11.8106182 48.1215659, 11.8128845 48.1222775, 11.8131774 48.1223586, 11.8135302 48.1224471, 11.8139505 48.1225363, 11.8145802 48.1227008, 11.8151145 48.1228814, 11.8156896 48.1231271, 11.8161269 48.1233146, 11.8165927 48.1235641, 11.8169917 48.1237528, 11.817555 48.1240489, 11.8179434 48.1241818, 11.8183102 48.1242619, 11.8188794 48.1244131, 11.8207478 48.1247604, 11.8216405 48.1249695, 11.8224908 48.1251998, 11.8232712 48.1254421, 11.8242007 48.1259061, 11.8247576 48.1260416, 11.8263175 48.1262409, 11.8265671 48.1262671, 11.8286503 48.1265061), (11.8286503 48.1265061, 11.8300401 48.1266112, 11.8326341 48.1268144, 11.8328506 48.1268314, 11.8330935 48.1267962))"
Parsdorfer Straße,Q51879766,85598/85599,4615776/5107120/85220437/85220444/123401135/154961246/154961247/228716425/228724893/228724894/228732167/228732168/228732169/228732170/234088916/554656717/825361725,"MULTILINESTRING ((11.7887255 48.1336505, 11.7889807 48.1323439, 11.789 48.1322471, 11.7892094 48.1311938, 11.7893995 48.1302253, 11.7896932 48.1287968, 11.7898514 48.1280179), (11.7898514 48.1280179, 11.7899 48.1278541, 11.7899468 48.1277018, 11.7900266 48.1275758, 11.7901662 48.1274122, 11.7902412 48.1273255, 11.7903386 48.1272055, 11.7904023 48.1271132, 11.7904691 48.1269829, 11.7905295 48.1268272, 11.7905826 48.1265773, 11.7906264 48.1263547), (11.7906264 48.1263547, 11.7906454 48.1261868, 11.7906486 48.1260228, 11.7906157 48.1256522), (11.7906157 48.1256522, 11.7906249 48.1255657, 11.7906538 48.1254777, 11.7906998 48.1253649, 11.7907194 48.1253284, 11.7907677 48.1252387, 11.7908616 48.1250642, 11.791034 48.1247438, 11.7911384 48.1245497, 11.7912676 48.1243095, 11.7912912 48.1242657, 11.7915255 48.1238628, 11.7917834 48.1234193, 11.7918058 48.1233808, 11.7919727 48.1230895, 11.7921147 48.1228066), (11.7921147 48.1228066, 11.7922999 48.1223033, 11.7923208 48.1222228, 11.7924589 48.1216913), (11.7924589 48.1216913, 11.7924597 48.1216754), (11.7924597 48.1216754, 11.7924158 48.1215511, 11.792362 48.1214466, 11.7923407 48.1214051, 11.7923166 48.1213581), (11.7932475 48.1208243, 11.7932876 48.1209063, 11.7933386 48.1210304, 11.7933713 48.1211108, 11.7933862 48.1211736), (11.7932093 48.1209597, 11.7932475 48.1208243), (11.7932648 48.1211891, 11.7932293 48.1211123, 11.7932147 48.1210426, 11.7932093 48.1209597), (11.7928843 48.121249, 11.7930141 48.1211724, 11.7930761 48.1211302, 11.7931429 48.1210715, 11.7931746 48.121032, 11.7932093 48.1209597), (11.7932475 48.1208243, 11.7932621 48.120708, 11.7932997 48.1206182, 11.7933593 48.1205014, 11.7934419 48.1203643, 11.7936147 48.120098, 11.7948473 48.1182573, 11.795702 48.1170081), (11.795702 48.1170081, 11.7957983 48.1168827, 11.7958852 48.116781, 11.7959435 48.1167201), (11.7959435 48.1167201, 11.7959894 48.1166715, 11.7960759 48.1165799, 11.7963491 48.1162922, 11.7964883 48.1160928, 11.7965049 48.1160645, 11.7965993 48.1159304), (11.7965993 48.1159304, 11.7966093 48.1158292, 11.7966408 48.1151793, 11.7966479 48.1150009, 11.7966582 48.1148687, 11.7966602 48.1148344, 11.7966715 48.1146755, 11.7966457 48.1146213), (11.7927458 48.1212722, 11.7927043 48.1212982, 11.7926167 48.1213675, 11.7925278 48.1214865, 11.7924597 48.1216754), (11.792468 48.1213238, 11.7925278 48.1214865))"
Parsdorfer Straße,Q51879766,85622,22924026,"MULTILINESTRING ((11.7686787 48.1347408, 11.7684296 48.1346767, 11.7682526 48.1346202, 11.7680748 48.1345519, 11.7676671 48.1343754, 11.767546 48.1343253, 11.7674537 48.1342836, 11.7669017 48.1340514, 11.7668967 48.1340466, 11.7667113 48.1339637, 11.7656638 48.1334952, 11.7656043 48.1334696))"
Parsdorfer Weg,Q51879766,85591/85599,4615772/4615773/33092173/179080269/179080270/695842408/987056187,"MULTILINESTRING ((11.7716383 48.1132613, 11.7730972 48.1138943), (11.7730972 48.1138943, 11.7737768 48.1131861, 11.7738554 48.1131381), (11.7730972 48.1138943, 11.7734893 48.1140692, 11.7735156 48.1140809, 11.773578 48.1141087), (11.773578 48.1141087, 11.7740963 48.1143604, 11.774562 48.1145634, 11.7746393 48.1145989), (11.7746393 48.1145989, 11.7747324 48.1146432, 11.7750433 48.1148438, 11.7752367 48.1149405, 11.7753963 48.1150228, 11.7755946 48.1151292, 11.7758074 48.1152065, 11.7760057 48.1153226, 11.7761848 48.1154231, 11.7763498 48.1155653, 11.7769699 48.1161684, 11.7770834 48.116271, 11.7775502 48.1168881, 11.7776811 48.1172806, 11.7777408 48.1174513, 11.7778183 48.1176013, 11.7779345 48.1178107, 11.7782168 48.1182577, 11.7785378 48.1188396, 11.7788277 48.1194077, 11.7790778 48.1198152, 11.7793278 48.1201185, 11.7797792 48.120643, 11.7800423 48.1210766, 11.7805005 48.1218578, 11.7810685 48.1228585, 11.7816099 48.1238681, 11.7825327 48.1254151), (11.7726191 48.1143915, 11.7730972 48.1138943), (11.7725292 48.1144285, 11.7726191 48.1143915))"
Pfarrer-Aigner-Allee,Q97169,85591,437995865/656548517/697421411/905427065,"MULTILINESTRING ((11.7697311 48.1147087, 11.7695835 48.1146559, 11.7692034 48.1145576, 11.7691632 48.1145479, 11.7690765 48.1145259, 11.7689497 48.1144934, 11.7688162 48.1144508, 11.7687739 48.1144315, 11.768723 48.1144082, 11.7686845 48.1143858, 11.768558 48.114314, 11.7684934 48.1142677, 11.7684604 48.1142402, 11.7683932 48.1141856, 11.7682568 48.1140463, 11.7682217 48.1140054, 11.7681743 48.1139505, 11.7680998 48.11385, 11.7680321 48.1137343, 11.7680016 48.1136769, 11.7679855 48.1136062, 11.7679792 48.1134889, 11.7679789 48.1132388, 11.7679794 48.1131556, 11.7679966 48.1127025, 11.7680115 48.1126002, 11.7680378 48.1125299, 11.7680761 48.1124765, 11.7681322 48.1124513), (11.7681322 48.1124513, 11.76817 48.1123424, 11.7681901 48.1122787, 11.768226 48.1122085), (11.768226 48.1122085, 11.7682697 48.1121491, 11.7683133 48.1121279), (11.7683133 48.1121279, 11.7683741 48.1121252, 11.7685394 48.1121995, 11.7687609 48.112286, 11.7690375 48.1123717, 11.769312 48.1123924, 11.769486 48.1123955, 11.7695862 48.1123973))"
Pfarrer-Kastner-Weg,Q115463589,85622,24246404,"MULTILINESTRING ((11.7666877 48.1315355, 11.7663321 48.1315682, 11.7660349 48.1317987))"
Pfarrer-Oskar-Rohrbach-Weg,Q115641286,85598,937768646,"MULTILINESTRING ((11.7905088 48.0963899, 11.7905165 48.0963276, 11.7905291 48.096304, 11.7907133 48.0960869, 11.7907787 48.0960099, 11.7908028 48.0959109, 11.7908046 48.0958098, 11.7908346 48.095688, 11.7909839 48.0955874, 11.791075 48.0955577, 11.7911661 48.095533, 11.7911568 48.0954949, 11.7909514 48.0947468, 11.7908517 48.0944108, 11.7907522 48.0940562, 11.7907426 48.0940176))"
Philipp-Maas-Weg,Q115462526,85591,171247857/228592480,"MULTILINESTRING ((11.7770339 48.1115418, 11.7771352 48.1116344, 11.7778267 48.1119407, 11.7782919 48.1121411, 11.7785191 48.1122404), (11.7785191 48.1122404, 11.7785896 48.1122768, 11.7786424 48.112305, 11.7788759 48.1124542, 11.7798451 48.11288, 11.7800282 48.1129523, 11.780681 48.1132019))"
Poinger Straße,Q510276,85646,27486744/27486746/117704905/228732171/1175275261,"MULTILINESTRING ((11.818053 48.1542884, 11.817979 48.1536503, 11.8179791 48.1533243, 11.8180098 48.1529831, 11.8180318 48.1528587, 11.8181256 48.1523276, 11.818204 48.1519718, 11.8182354 48.1518295), (11.8180794 48.1548671, 11.818053 48.1542884), (11.8180794 48.1548671, 11.8180792 48.154917), (11.8182354 48.1518295, 11.8183077 48.1515499, 11.8185588 48.150705), (11.8185588 48.150705, 11.8187502 48.1500849, 11.8188733 48.149645, 11.8188863 48.1495005, 11.8188902 48.1493639, 11.8188951 48.1491929, 11.8189074 48.1488067, 11.8189304 48.1485725, 11.8189345 48.1485306, 11.8190046 48.148228, 11.819036 48.1480927))"
Posthalterring,,85599,22282254,"MULTILINESTRING ((11.7842513 48.1451464, 11.7841727 48.1451105, 11.7839805 48.1450227, 11.7838639 48.1450045, 11.7837325 48.1450356, 11.7831918 48.1451635, 11.7824881 48.14533, 11.7823404 48.145365, 11.7821769 48.1454034, 11.7815898 48.1455413, 11.7814893 48.1455649, 11.7813431 48.1455823, 11.7812896 48.1455536, 11.7812562 48.1455171, 11.7811807 48.1453118, 11.7811231 48.1451048, 11.7810121 48.1446668, 11.7809099 48.1442655, 11.7809196 48.1442084, 11.7809457 48.1441725, 11.7810206 48.1441396, 11.7812037 48.1441193, 11.7828032 48.143942, 11.7829922 48.1439202, 11.7835895 48.1438513, 11.7836455 48.1438449, 11.784019 48.1438018, 11.7846611 48.1437278, 11.7847709 48.143727, 11.7848984 48.1437304, 11.7851888 48.1438023, 11.7852655 48.1438564))"
Primelstraße,Q158974,85591,3731506/27488266/984804935/984804939/1192812135/1192812136,"MULTILINESTRING ((11.7658124 48.1009281, 11.7658911 48.1009275, 11.7660787 48.1009192, 11.7667934 48.100799, 11.7671722 48.1007156, 11.7682368 48.1004164, 11.7687274 48.1002849), (11.7687274 48.1002849, 11.768966 48.1002621, 11.7693182 48.1002343, 11.7693531 48.100229), (11.7693531 48.100229, 11.7694552 48.1002134, 11.7697697 48.1001655), (11.7697697 48.1001655, 11.7703203 48.1000198), (11.7703203 48.1000198, 11.770368 48.1000072, 11.7705927 48.0999197), (11.7705927 48.0999197, 11.7722003 48.0993969, 11.7730195 48.0991411))"
Purfinger Straße,Q2118817,85646,4046953/212065326/787642147,"MULTILINESTRING ((11.819036 48.1480927, 11.8191078 48.147919, 11.8191415 48.1478375, 11.8192679 48.1475315, 11.8192931 48.1474704, 11.8194689 48.1471019, 11.8196383 48.1467468, 11.8198989 48.1459493), (11.8198989 48.1459493, 11.8199638 48.1459611, 11.8211751 48.1461818), (11.8198989 48.1459493, 11.8201923 48.145325))"
Purfinger Straße,Q2118817,85599,38249642,"MULTILINESTRING ((11.8030886 48.1388547, 11.8026804 48.139045, 11.8025124 48.1391066, 11.8022344 48.1391953, 11.7968858 48.1408824, 11.7968299 48.1409001, 11.7959777 48.1411691, 11.7956532 48.1412703, 11.7943037 48.1416979, 11.7939466 48.1418102, 11.7930401 48.1420964, 11.7923425 48.1423242, 11.7922422 48.1423569, 11.7919236 48.1424494, 11.7916553 48.1425188, 11.7908582 48.1427031, 11.7907933 48.1427177, 11.7907062 48.1427374, 11.7905675 48.1427545, 11.7903451 48.1427538, 11.7901561 48.1427567, 11.7896079 48.1427653, 11.7894742 48.1427716, 11.7893761 48.14278))"
Purfinger Straße,Q2118817,85598,123401136/171247858/200672824/234090898,"MULTILINESTRING ((11.8021689 48.1173795, 11.8024586 48.1175191, 11.8037164 48.1181532, 11.8037524 48.1181729, 11.8037935 48.1181948), (11.7965993 48.1159304, 11.7970866 48.1160279, 11.7971217 48.116035, 11.7977895 48.1161685, 11.7981505 48.1162547, 11.798357 48.1163297, 11.7989003 48.1165978, 11.799067 48.116646, 11.7994554 48.1167325, 11.8003019 48.116906, 11.8015199 48.1171702, 11.8017633 48.1172324, 11.8019603 48.1172986, 11.8021689 48.1173795), (11.7989003 48.1165978, 11.7988966 48.1166621, 11.7989291 48.1167183, 11.7999038 48.117396), (11.8037935 48.1181948, 11.803877 48.1182411, 11.8039772 48.1182981, 11.8060662 48.1193251, 11.8078296 48.1201727))"
Quitten-Hof,Q2751465,85591,697832182/808484912/808484913/808484914/808484915/808484916,"MULTILINESTRING ((11.7669679 48.1121462, 11.7669506 48.1121388, 11.7668214 48.1120822, 11.7666779 48.1120518), (11.7666779 48.1120518, 11.7665602 48.1120353), (11.7665602 48.1120353, 11.7664643 48.1120339), (11.7673101 48.1122921, 11.7670354 48.1121776, 11.7669679 48.1121462), (11.767782 48.1124091, 11.7674535 48.1123532, 11.7673101 48.1122921), (11.7680761 48.1124765, 11.7679399 48.1124359, 11.767782 48.1124091))"
